Host: ubuntu19  Current process id: 14488
./linkern -s 43 -S linkern.tour -R 1000000000 -t 10000 ./cities1k.tsp
Chained Lin-Kernighan with seed 43
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.07
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 1.53
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.21
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515104241   7.58 seconds
7681 Steps   Best: 1508931735   33.75 seconds
7682 Steps   Best: 1508931134   33.75 seconds
7684 Steps   Best: 1508930498   33.76 seconds
7692 Steps   Best: 1508930185   33.78 seconds
7694 Steps   Best: 1508929539   33.79 seconds
7697 Steps   Best: 1508928947   33.80 seconds
7699 Steps   Best: 1508928376   33.80 seconds
7712 Steps   Best: 1508927303   33.84 seconds
7717 Steps   Best: 1508926439   33.86 seconds
7719 Steps   Best: 1508926341   33.87 seconds
7720 Steps   Best: 1508923133   33.87 seconds
7721 Steps   Best: 1508922635   33.87 seconds
7724 Steps   Best: 1508922096   33.90 seconds
7726 Steps   Best: 1508921052   33.90 seconds
7746 Steps   Best: 1508919017   33.96 seconds
7748 Steps   Best: 1508917120   33.97 seconds
7753 Steps   Best: 1508915621   33.98 seconds
7755 Steps   Best: 1508915411   33.99 seconds
7762 Steps   Best: 1508914335   34.00 seconds
7763 Steps   Best: 1508913588   34.01 seconds
7768 Steps   Best: 1508913180   34.03 seconds
7772 Steps   Best: 1508912367   34.03 seconds
7781 Steps   Best: 1508911846   34.05 seconds
7784 Steps   Best: 1508909677   34.06 seconds
7785 Steps   Best: 1508908575   34.06 seconds
7795 Steps   Best: 1508907620   34.11 seconds
7797 Steps   Best: 1508907092   34.11 seconds
7802 Steps   Best: 1508903129   34.13 seconds
7803 Steps   Best: 1508902559   34.13 seconds
7810 Steps   Best: 1508902484   34.16 seconds
7818 Steps   Best: 1508900132   34.19 seconds
7820 Steps   Best: 1508899645   34.19 seconds
7823 Steps   Best: 1508895249   34.20 seconds
7832 Steps   Best: 1508893950   34.23 seconds
7836 Steps   Best: 1508893184   34.24 seconds
7839 Steps   Best: 1508891185   34.25 seconds
7844 Steps   Best: 1508889904   34.26 seconds
7845 Steps   Best: 1508885099   34.26 seconds
7846 Steps   Best: 1508884536   34.26 seconds
7848 Steps   Best: 1508883653   34.27 seconds
7850 Steps   Best: 1508882624   34.27 seconds
7855 Steps   Best: 1508882242   34.28 seconds
7856 Steps   Best: 1508881674   34.29 seconds
7865 Steps   Best: 1508880952   34.31 seconds
7866 Steps   Best: 1508879982   34.31 seconds
7869 Steps   Best: 1508879976   34.31 seconds
7870 Steps   Best: 1508878719   34.32 seconds
7875 Steps   Best: 1508878227   34.33 seconds
7876 Steps   Best: 1508876691   34.33 seconds
7878 Steps   Best: 1508876522   34.34 seconds
7892 Steps   Best: 1508876089   34.37 seconds
7895 Steps   Best: 1508876075   34.39 seconds
7906 Steps   Best: 1508875985   34.42 seconds
7907 Steps   Best: 1508875686   34.42 seconds
7914 Steps   Best: 1508873433   34.44 seconds
7916 Steps   Best: 1508871438   34.44 seconds
7919 Steps   Best: 1508871194   34.45 seconds
7920 Steps   Best: 1508870121   34.45 seconds
7924 Steps   Best: 1508869931   34.46 seconds
7931 Steps   Best: 1508867345   34.49 seconds
7932 Steps   Best: 1508865728   34.49 seconds
7940 Steps   Best: 1508865526   34.52 seconds
7947 Steps   Best: 1508865009   34.54 seconds
7948 Steps   Best: 1508862387   34.54 seconds
7962 Steps   Best: 1508862092   34.58 seconds
7969 Steps   Best: 1508860333   34.59 seconds
7970 Steps   Best: 1508860187   34.60 seconds
7972 Steps   Best: 1508857182   34.60 seconds
7982 Steps   Best: 1508854276   34.64 seconds
7983 Steps   Best: 1508851505   34.65 seconds
7984 Steps   Best: 1508850902   34.65 seconds
7985 Steps   Best: 1508850541   34.65 seconds
7992 Steps   Best: 1508848488   34.69 seconds
7999 Steps   Best: 1508848488   34.72 seconds
8012 Steps   Best: 1508848332   34.76 seconds
8014 Steps   Best: 1508846059   34.77 seconds
8015 Steps   Best: 1508844531   34.77 seconds
8018 Steps   Best: 1508844176   34.78 seconds
8020 Steps   Best: 1508843727   34.79 seconds
8021 Steps   Best: 1508842400   34.79 seconds
8025 Steps   Best: 1508841807   34.81 seconds
8026 Steps   Best: 1508839879   34.81 seconds
8028 Steps   Best: 1508836627   34.82 seconds
8031 Steps   Best: 1508836444   34.83 seconds
8061 Steps   Best: 1508835584   34.93 seconds
8063 Steps   Best: 1508835499   34.93 seconds
8064 Steps   Best: 1508833313   34.93 seconds
8067 Steps   Best: 1508832139   34.95 seconds
8068 Steps   Best: 1508830698   34.96 seconds
8071 Steps   Best: 1508829144   34.96 seconds
8076 Steps   Best: 1508828710   34.97 seconds
8078 Steps   Best: 1508827945   34.98 seconds
8083 Steps   Best: 1508824715   35.00 seconds
8085 Steps   Best: 1508823320   35.00 seconds
8088 Steps   Best: 1508822933   35.01 seconds
8094 Steps   Best: 1508822437   35.03 seconds
8095 Steps   Best: 1508822395   35.03 seconds
8105 Steps   Best: 1508821887   35.08 seconds
8107 Steps   Best: 1508821184   35.08 seconds
8108 Steps   Best: 1508821086   35.08 seconds
8115 Steps   Best: 1508814769   35.10 seconds
8116 Steps   Best: 1508811273   35.10 seconds
8153 Steps   Best: 1508807833   35.23 seconds
8155 Steps   Best: 1508806946   35.24 seconds
8156 Steps   Best: 1508806908   35.24 seconds
8164 Steps   Best: 1508806730   35.27 seconds
8167 Steps   Best: 1508805098   35.28 seconds
8172 Steps   Best: 1508803593   35.30 seconds
8173 Steps   Best: 1508801051   35.30 seconds
8174 Steps   Best: 1508799420   35.31 seconds
8175 Steps   Best: 1508799039   35.31 seconds
8179 Steps   Best: 1508798857   35.32 seconds
8180 Steps   Best: 1508798747   35.32 seconds
8181 Steps   Best: 1508797574   35.32 seconds
8182 Steps   Best: 1508795531   35.32 seconds
8187 Steps   Best: 1508794637   35.34 seconds
8191 Steps   Best: 1508794376   35.36 seconds
8192 Steps   Best: 1508792199   35.36 seconds
8194 Steps   Best: 1508791400   35.36 seconds
8196 Steps   Best: 1508790355   35.37 seconds
8203 Steps   Best: 1508789785   35.39 seconds
8204 Steps   Best: 1508788810   35.39 seconds
8205 Steps   Best: 1508788557   35.39 seconds
8221 Steps   Best: 1508787606   35.44 seconds
8233 Steps   Best: 1508786150   35.47 seconds
8234 Steps   Best: 1508785582   35.47 seconds
8235 Steps   Best: 1508785081   35.47 seconds
8242 Steps   Best: 1508782386   35.49 seconds
8254 Steps   Best: 1508780245   35.52 seconds
8257 Steps   Best: 1508779762   35.53 seconds
8260 Steps   Best: 1508775155   35.54 seconds
8261 Steps   Best: 1508774589   35.54 seconds
8277 Steps   Best: 1508770096   35.60 seconds
8280 Steps   Best: 1508767780   35.61 seconds
8284 Steps   Best: 1508767545   35.63 seconds
8288 Steps   Best: 1508765990   35.64 seconds
8289 Steps   Best: 1508765626   35.64 seconds
8295 Steps   Best: 1508763727   35.66 seconds
8298 Steps   Best: 1508762425   35.67 seconds
8301 Steps   Best: 1508761400   35.69 seconds
8303 Steps   Best: 1508761365   35.70 seconds
8306 Steps   Best: 1508761050   35.70 seconds
8314 Steps   Best: 1508759410   35.72 seconds
8315 Steps   Best: 1508758631   35.73 seconds
8318 Steps   Best: 1508757129   35.73 seconds
8319 Steps   Best: 1508751903   35.73 seconds
8324 Steps   Best: 1508750847   35.75 seconds
8328 Steps   Best: 1508748704   35.76 seconds
8332 Steps   Best: 1508747867   35.76 seconds
8335 Steps   Best: 1508747568   35.77 seconds
8337 Steps   Best: 1508746104   35.77 seconds
8347 Steps   Best: 1508744661   35.82 seconds
8349 Steps   Best: 1508744566   35.83 seconds
8350 Steps   Best: 1508744188   35.83 seconds
8357 Steps   Best: 1508743582   35.85 seconds
8361 Steps   Best: 1508743330   35.86 seconds
8372 Steps   Best: 1508742237   35.88 seconds
8375 Steps   Best: 1508739231   35.90 seconds
8376 Steps   Best: 1508737724   35.90 seconds
8378 Steps   Best: 1508737156   35.91 seconds
8383 Steps   Best: 1508735359   35.92 seconds
8386 Steps   Best: 1508735232   35.93 seconds
8391 Steps   Best: 1508733229   35.95 seconds
8394 Steps   Best: 1508732376   35.95 seconds
8399 Steps   Best: 1508728678   35.97 seconds
8400 Steps   Best: 1508728601   35.97 seconds
8401 Steps   Best: 1508726882   35.97 seconds
8402 Steps   Best: 1508719346   35.97 seconds
8426 Steps   Best: 1508717095   36.07 seconds
8430 Steps   Best: 1508716934   36.08 seconds
8436 Steps   Best: 1508716787   36.09 seconds
8444 Steps   Best: 1508713961   36.11 seconds
8450 Steps   Best: 1508711800   36.13 seconds
8453 Steps   Best: 1508711318   36.15 seconds
8461 Steps   Best: 1508710754   36.17 seconds
8465 Steps   Best: 1508709679   36.18 seconds
8467 Steps   Best: 1508709143   36.18 seconds
8470 Steps   Best: 1508708589   36.19 seconds
8472 Steps   Best: 1508707973   36.20 seconds
8480 Steps   Best: 1508707297   36.23 seconds
8484 Steps   Best: 1508706871   36.24 seconds
8485 Steps   Best: 1508706547   36.25 seconds
8491 Steps   Best: 1508704659   36.27 seconds
8492 Steps   Best: 1508704521   36.27 seconds
8496 Steps   Best: 1508703681   36.28 seconds
8499 Steps   Best: 1508703062   36.29 seconds
8501 Steps   Best: 1508702258   36.29 seconds
8504 Steps   Best: 1508701468   36.30 seconds
8505 Steps   Best: 1508696154   36.31 seconds
8513 Steps   Best: 1508695516   36.32 seconds
8522 Steps   Best: 1508694431   36.36 seconds
8524 Steps   Best: 1508693954   36.37 seconds
8531 Steps   Best: 1508692721   36.39 seconds
8533 Steps   Best: 1508687044   36.40 seconds
8538 Steps   Best: 1508686945   36.41 seconds
8550 Steps   Best: 1508686763   36.50 seconds
8551 Steps   Best: 1508686689   36.50 seconds
8556 Steps   Best: 1508685615   36.52 seconds
8557 Steps   Best: 1508683598   36.52 seconds
8562 Steps   Best: 1508683387   36.53 seconds
8563 Steps   Best: 1508681608   36.53 seconds
8566 Steps   Best: 1508681326   36.55 seconds
8567 Steps   Best: 1508677891   36.55 seconds
8574 Steps   Best: 1508675496   36.59 seconds
8583 Steps   Best: 1508675409   36.61 seconds
8586 Steps   Best: 1508675039   36.62 seconds
8588 Steps   Best: 1508673364   36.63 seconds
8607 Steps   Best: 1508672301   36.69 seconds
8623 Steps   Best: 1508672079   36.73 seconds
8626 Steps   Best: 1508671789   36.74 seconds
8629 Steps   Best: 1508671470   36.74 seconds
8630 Steps   Best: 1508669421   36.75 seconds
8635 Steps   Best: 1508667947   36.76 seconds
8638 Steps   Best: 1508667663   36.77 seconds
8641 Steps   Best: 1508667512   36.78 seconds
8644 Steps   Best: 1508666857   36.79 seconds
8647 Steps   Best: 1508666679   36.80 seconds
8654 Steps   Best: 1508665248   36.82 seconds
8656 Steps   Best: 1508665095   36.82 seconds
8658 Steps   Best: 1508664634   36.83 seconds
8661 Steps   Best: 1508664558   36.83 seconds
8667 Steps   Best: 1508663788   36.85 seconds
8668 Steps   Best: 1508663526   36.86 seconds
8670 Steps   Best: 1508663317   36.86 seconds
8674 Steps   Best: 1508659906   36.88 seconds
8691 Steps   Best: 1508659351   36.95 seconds
8696 Steps   Best: 1508659306   36.96 seconds
8697 Steps   Best: 1508659149   36.97 seconds
8699 Steps   Best: 1508658613   36.97 seconds
8701 Steps   Best: 1508657897   36.98 seconds
8702 Steps   Best: 1508657521   36.98 seconds
8703 Steps   Best: 1508657361   36.98 seconds
8707 Steps   Best: 1508656514   36.99 seconds
8717 Steps   Best: 1508655782   37.03 seconds
8723 Steps   Best: 1508655116   37.04 seconds
8730 Steps   Best: 1508652460   37.08 seconds
8732 Steps   Best: 1508651591   37.08 seconds
8735 Steps   Best: 1508650571   37.09 seconds
8736 Steps   Best: 1508647667   37.09 seconds
8739 Steps   Best: 1508646761   37.10 seconds
8742 Steps   Best: 1508644461   37.11 seconds
8747 Steps   Best: 1508643385   37.13 seconds
8749 Steps   Best: 1508640270   37.15 seconds
8753 Steps   Best: 1508640065   37.16 seconds
8756 Steps   Best: 1508637528   37.16 seconds
8757 Steps   Best: 1508635913   37.17 seconds
8762 Steps   Best: 1508631136   37.18 seconds
8765 Steps   Best: 1508630470   37.19 seconds
8768 Steps   Best: 1508629018   37.20 seconds
8772 Steps   Best: 1508628047   37.22 seconds
8775 Steps   Best: 1508627610   37.22 seconds
8782 Steps   Best: 1508626995   37.25 seconds
8784 Steps   Best: 1508626881   37.25 seconds
8789 Steps   Best: 1508626635   37.26 seconds
8809 Steps   Best: 1508624419   37.32 seconds
8813 Steps   Best: 1508622111   37.33 seconds
8814 Steps   Best: 1508621227   37.33 seconds
8821 Steps   Best: 1508616561   37.35 seconds
8825 Steps   Best: 1508616021   37.37 seconds
8836 Steps   Best: 1508615548   37.40 seconds
8838 Steps   Best: 1508612360   37.40 seconds
8848 Steps   Best: 1508609661   37.43 seconds
8849 Steps   Best: 1508609571   37.43 seconds
8852 Steps   Best: 1508609197   37.44 seconds
8854 Steps   Best: 1508608721   37.44 seconds
8864 Steps   Best: 1508607748   37.47 seconds
8865 Steps   Best: 1508606947   37.48 seconds
8871 Steps   Best: 1508605993   37.49 seconds
8877 Steps   Best: 1508605936   37.51 seconds
8885 Steps   Best: 1508605261   37.52 seconds
8894 Steps   Best: 1508603801   37.55 seconds
8896 Steps   Best: 1508603611   37.56 seconds
8898 Steps   Best: 1508603477   37.56 seconds
8899 Steps   Best: 1508602171   37.56 seconds
8913 Steps   Best: 1508601053   37.60 seconds
8921 Steps   Best: 1508600119   37.62 seconds
8922 Steps   Best: 1508599886   37.62 seconds
8924 Steps   Best: 1508599589   37.63 seconds
8925 Steps   Best: 1508597687   37.63 seconds
8936 Steps   Best: 1508597091   37.71 seconds
8937 Steps   Best: 1508596133   37.71 seconds
8947 Steps   Best: 1508594833   37.76 seconds
8948 Steps   Best: 1508594499   37.76 seconds
8950 Steps   Best: 1508593868   37.77 seconds
8961 Steps   Best: 1508593363   37.80 seconds
8962 Steps   Best: 1508593345   37.80 seconds
8963 Steps   Best: 1508591956   37.80 seconds
8973 Steps   Best: 1508590238   37.84 seconds
8983 Steps   Best: 1508588981   37.87 seconds
8984 Steps   Best: 1508588590   37.87 seconds
8994 Steps   Best: 1508588334   37.90 seconds
8996 Steps   Best: 1508587003   37.90 seconds
8997 Steps   Best: 1508583757   37.90 seconds
8999 Steps   Best: 1508583757   37.92 seconds
9012 Steps   Best: 1508582932   37.96 seconds
9014 Steps   Best: 1508582087   37.96 seconds
9019 Steps   Best: 1508580210   37.98 seconds
9023 Steps   Best: 1508579977   37.99 seconds
9033 Steps   Best: 1508579197   38.03 seconds
9044 Steps   Best: 1508578229   38.05 seconds
9054 Steps   Best: 1508578108   38.09 seconds
9056 Steps   Best: 1508577326   38.09 seconds
9066 Steps   Best: 1508574810   38.13 seconds
9068 Steps   Best: 1508574786   38.14 seconds
9071 Steps   Best: 1508574488   38.14 seconds
9079 Steps   Best: 1508574363   38.17 seconds
9082 Steps   Best: 1508574299   38.18 seconds
9089 Steps   Best: 1508573897   38.19 seconds
9098 Steps   Best: 1508573724   38.23 seconds
9100 Steps   Best: 1508573358   38.24 seconds
9104 Steps   Best: 1508572986   38.25 seconds
9109 Steps   Best: 1508572769   38.27 seconds
9117 Steps   Best: 1508569427   38.29 seconds
9119 Steps   Best: 1508569244   38.30 seconds
9121 Steps   Best: 1508568365   38.31 seconds
9132 Steps   Best: 1508566368   38.35 seconds
9145 Steps   Best: 1508565256   38.40 seconds
9149 Steps   Best: 1508563433   38.41 seconds
9151 Steps   Best: 1508562779   38.42 seconds
9152 Steps   Best: 1508562602   38.42 seconds
9153 Steps   Best: 1508560776   38.42 seconds
9156 Steps   Best: 1508559247   38.43 seconds
9158 Steps   Best: 1508558552   38.43 seconds
9160 Steps   Best: 1508556884   38.44 seconds
9170 Steps   Best: 1508552073   38.48 seconds
9172 Steps   Best: 1508548958   38.48 seconds
9176 Steps   Best: 1508547369   38.50 seconds
9178 Steps   Best: 1508547365   38.51 seconds
9179 Steps   Best: 1508545198   38.51 seconds
9187 Steps   Best: 1508544992   38.54 seconds
9192 Steps   Best: 1508544437   38.55 seconds
9194 Steps   Best: 1508543176   38.56 seconds
9199 Steps   Best: 1508541989   38.57 seconds
9211 Steps   Best: 1508540979   38.60 seconds
9224 Steps   Best: 1508539298   38.63 seconds
9228 Steps   Best: 1508538483   38.65 seconds
9238 Steps   Best: 1508536443   38.68 seconds
9239 Steps   Best: 1508533466   38.69 seconds
9248 Steps   Best: 1508531544   38.72 seconds
9253 Steps   Best: 1508529455   38.73 seconds
9256 Steps   Best: 1508528731   38.73 seconds
9268 Steps   Best: 1508527277   38.78 seconds
9269 Steps   Best: 1508527138   38.79 seconds
9271 Steps   Best: 1508526850   38.79 seconds
9272 Steps   Best: 1508525994   38.79 seconds
9273 Steps   Best: 1508525970   38.79 seconds
9278 Steps   Best: 1508524944   38.82 seconds
9279 Steps   Best: 1508523217   38.83 seconds
9282 Steps   Best: 1508522351   38.84 seconds
9295 Steps   Best: 1508521231   38.89 seconds
9296 Steps   Best: 1508520480   38.89 seconds
9301 Steps   Best: 1508518532   38.90 seconds
9307 Steps   Best: 1508517352   38.92 seconds
9310 Steps   Best: 1508516916   38.92 seconds
9315 Steps   Best: 1508516704   38.94 seconds
9321 Steps   Best: 1508516112   38.95 seconds
9327 Steps   Best: 1508513225   38.97 seconds
9332 Steps   Best: 1508512942   39.01 seconds
9334 Steps   Best: 1508512683   39.02 seconds
9341 Steps   Best: 1508510830   39.03 seconds
9342 Steps   Best: 1508509668   39.04 seconds
9348 Steps   Best: 1508509421   39.05 seconds
9349 Steps   Best: 1508508948   39.05 seconds
9357 Steps   Best: 1508508273   39.08 seconds
9373 Steps   Best: 1508508190   39.13 seconds
9374 Steps   Best: 1508507689   39.13 seconds
9387 Steps   Best: 1508507010   39.17 seconds
9389 Steps   Best: 1508506416   39.18 seconds
9391 Steps   Best: 1508505329   39.19 seconds
9401 Steps   Best: 1508504468   39.21 seconds
9413 Steps   Best: 1508502588   39.24 seconds
9414 Steps   Best: 1508498304   39.24 seconds
9424 Steps   Best: 1508498033   39.28 seconds
9435 Steps   Best: 1508496006   39.30 seconds
9436 Steps   Best: 1508493928   39.31 seconds
9437 Steps   Best: 1508492581   39.31 seconds
9438 Steps   Best: 1508490478   39.31 seconds
9442 Steps   Best: 1508489959   39.33 seconds
9444 Steps   Best: 1508488534   39.34 seconds
9453 Steps   Best: 1508487397   39.36 seconds
9465 Steps   Best: 1508486922   39.40 seconds
9466 Steps   Best: 1508486346   39.40 seconds
9480 Steps   Best: 1508485971   39.45 seconds
9486 Steps   Best: 1508485490   39.46 seconds
9488 Steps   Best: 1508485448   39.47 seconds
9489 Steps   Best: 1508485431   39.47 seconds
9502 Steps   Best: 1508484031   39.50 seconds
9508 Steps   Best: 1508483168   39.52 seconds
9512 Steps   Best: 1508482428   39.54 seconds
9516 Steps   Best: 1508481144   39.55 seconds
9522 Steps   Best: 1508480490   39.56 seconds
9523 Steps   Best: 1508476124   39.57 seconds
9536 Steps   Best: 1508475442   39.60 seconds
9542 Steps   Best: 1508474103   39.63 seconds
9547 Steps   Best: 1508472365   39.64 seconds
9552 Steps   Best: 1508471987   39.65 seconds
9562 Steps   Best: 1508471891   39.69 seconds
9571 Steps   Best: 1508468927   39.72 seconds
9572 Steps   Best: 1508464197   39.73 seconds
9580 Steps   Best: 1508464155   39.75 seconds
9587 Steps   Best: 1508461337   39.77 seconds
9591 Steps   Best: 1508458775   39.78 seconds
9607 Steps   Best: 1508456935   39.83 seconds
9623 Steps   Best: 1508455578   39.88 seconds
9627 Steps   Best: 1508455299   39.92 seconds
9632 Steps   Best: 1508454259   39.93 seconds
9639 Steps   Best: 1508453213   39.95 seconds
9641 Steps   Best: 1508452642   39.96 seconds
9643 Steps   Best: 1508452502   39.97 seconds
